ensemble_geneid	gene_name	Cow_ESF1	Cow_ESF2	Cow_SF1	Cow_SF2	Cow_SF3
ENSBTAG00000024105	BCL2L11	1.42027270332058	1.08402394233425	3.67176554834606	3.31505777057866	3.52670080058489
ENSBTAG00000024107	INPP5B	24.3081325111493	23.2989918792483	33.1744695907601	34.2130159003806	34.5471085296982
ENSBTAG00000024115	FOXO6	0	0	0	0.0782972546548283	0.0678707997272688
ENSBTAG00000024125		0	0.18725982219553	0	0	0
ENSBTAG00000024132	SMC1B	0.0606348251416536	0.0636344011991646	0.0522521394342267	0.0353819283760951	0
ENSBTAG00000024137	PTCH2	6.95231870093634	6.83731132560294	1.66985520368407	2.35312629732328	2.70203590599034
ENSBTAG00000024139	OR4S2	0	0	0	0	0
ENSBTAG00000024144	LURAP1	1.10591183855322	0.530569496220837	1.36145852191987	1.10627496055549	2.07774198914865
ENSBTAG00000024153		0	0	0	0	0
ENSBTAG00000024157	WDR60	4.42169634500475	4.12780983307452	7.48324549350883	7.63804772095601	7.97740960190479
ENSBTAG00000024162	SLC19A1	22.3083880658481	22.4591901985785	9.99913710853137	9.34880248360763	9.62641418001804
ENSBTAG00000024169	POM121L2	0	0	0	0	0
ENSBTAG00000024175	HIST3H3	0.138383128912048	0.232366202724263	0	0	0
ENSBTAG00000024176		0.349644258091072	0.195701863359881	0.200870929463868	0	0.471618610399904
ENSBTAG00000024177		0.11702770778349	0.294760831233463	0	0	0
ENSBTAG00000024178		0	0	0	0	0
ENSBTAG00000024179		0	0	0	0	0
ENSBTAG00000024180	HIST1H2AD	0	0.121504464783436	0	0	0
ENSBTAG00000024182	HIST1H2BI	8.65820741996252	5.38924921358308	0	0	0
ENSBTAG00000024183	HIST1H2AK	0.144721287487995	0	0	0	0
ENSBTAG00000024184		0	0.116183101362132	0	0	0
ENSBTAG00000024185	HIST1H4L	0	0.153048893140587	0	0	0
ENSBTAG00000024186	HIST1H3H	0.138383128912048	0.116183101362132	0	0	0
ENSBTAG00000024187		0	0	0	0	0
ENSBTAG00000024188		0.59711775310017	0.626656885300241	0	0	0
ENSBTAG00000024195	LDLRAD1	0	0	0	0	0
ENSBTAG00000024199	KMT2C	4.26469070082567	4.41707243172543	15.9432639671776	16.7864216919007	18.9908951609034
ENSBTAG00000024201		0	0	0	0	0
ENSBTAG00000024204		0.150464195721486	0.252652141057254	0	0	0.608862121363771
ENSBTAG00000024210		0	0	0	0	0
ENSBTAG00000024219	TRPV6	0	0	0.116005933228956	0	0
ENSBTAG00000024230		0	0	0	0	0
ENSBTAG00000024231		0	0	0	0	0
ENSBTAG00000024233	RAN	121.792450291822	114.345228060324	37.9248445850294	30.7140606016704	31.357181849317
ENSBTAG00000024240	ACADM	28.3842786060524	30.3606426478804	49.2428287197315	44.854043043757	43.585715411564
ENSBTAG00000024242		0	0	0	0	0
ENSBTAG00000024245		0	0	0	0	0
ENSBTAG00000024255		0	0	0	0	0
ENSBTAG00000024269	TGFBR3	17.0461899131501	18.9727508572166	24.523973028326	29.5166638066539	33.0330813826704
ENSBTAG00000024272		0	0	0	0	0
ENSBTAG00000024275	XRCC4	18.7095520441237	17.9850959154732	19.1714435678692	17.9817464217855	19.086375829355
ENSBTAG00000024288		0	0	0	0	0
ENSBTAG00000024291	FAM71F2	0.644060154857685	0.207975847821778	0.0853876424900925	0.231276995239042	0.200478991180742
ENSBTAG00000024311		0.184062996708443	0.309069609449256	0	0.143207114635608	0
ENSBTAG00000024318		0	0	0	0	0
ENSBTAG00000024340	TRIL	0.0467533629123078	0	0.0402897713023236	0.10912699980842	0.0945951014695527
ENSBTAG00000024341	HOXA6	4.06253328448616	4.1055972921829	0	0	0
ENSBTAG00000024361	STIP1	0	0	0	0	0
ENSBTAG00000024378	MRPS21	26.3423210867834	28.0727112921415	35.3921891131463	36.8214886872255	34.4619165229552
ENSBTAG00000024379	LRRC17	0	0	0	0.271339796151201	0.235206828691854
ENSBTAG00000024381	MAN1A1	594.625270560276	589.608721538872	328.740328184001	324.087176438704	307.454826860802
ENSBTAG00000024387	PNPLA8	24.088154545535	23.6374664588065	40.5381914009638	41.7680870396252	41.6584678124224
ENSBTAG00000024394	SEMA3D	0.212857282869489	0.160838806863625	98.5386176916188	93.0065894985951	91.8187777242486
ENSBTAG00000024397		0	0	0	0	0
ENSBTAG00000024406	AGR2	0	0	0	0	0
ENSBTAG00000024420	COL28A1	0	0	0	0	0
ENSBTAG00000024423		0	0	0	0	0
ENSBTAG00000024426	PPP1R9A	0	0.0120371199041315	1.68028760356315	1.03739421559452	1.97254751292208
ENSBTAG00000024431	PEX1	8.39080404029157	7.6626719242372	10.2868602484847	9.71439565367081	11.2908824402532
ENSBTAG00000024437		0.124726899085419	0	0	0	0
ENSBTAG00000024443	TATDN3	20.2870442783782	21.4830451938013	16.8298026116205	20.2804155349045	18.7893911972694
ENSBTAG00000024449	CENPF	52.4999626697055	53.6697775153999	0.3351640596767	0.453904888187888	0.245912898680962
ENSBTAG00000024450		99.063117166125	97.2853813045605	99.7329789675894	96.3223350850153	101.326099208124
ENSBTAG00000024453	RD3	0	0	0	0	0
ENSBTAG00000024470	SH2D2A	0.126277677582121	0.127223591456487	0	0	0
ENSBTAG00000024476	CKS1B	205.485554518887	221.940643297813	28.7223830109277	31.4039343642727	33.7181950596766
ENSBTAG00000024477		0	0	0	0	0
ENSBTAG00000024482		6.80631787682002	6.87118344669528	53.0493896159514	53.9630634831477	54.1922686973915
ENSBTAG00000024485	KLHL20	22.9567639496943	23.2182433319733	29.7176007773874	33.2854610277014	34.1786731431679
